nc	hx	hy	theta_x	theta_y	gx	gy	BURNIN	MAX_ITER	simulation_type	simulation_method	store_arrays	mx	my	MI	file
1000	-0.027500000000000004	-0.027500000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4319350734553245	-0.43193163155034187	0.8969186357121757	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_018.pkl
1000	0.0049999999999999975	0.0049999999999999975	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.2262085383739575	0.22621324653893385	1.7158533805863492	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_044.pkl
1000	0.012499999999999997	0.012499999999999997	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.32732791406336037	0.327321819848391	1.2273706793536192	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_050.pkl
1000	0.018750000000000003	0.018750000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.3782655583336723	0.3782658200836709	1.0499356527776538	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_055.pkl
1000	0.006249999999999999	0.006249999999999999	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.24985883965570588	0.2498588581707056	1.583208338576748	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_045.pkl
1000	-0.013750000000000005	-0.013750000000000005	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.33884258915578697	-0.33883894789580515	1.183980966264711	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_029.pkl
1000	-0.0175	-0.0175	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3692200448038998	-0.3692197021239015	1.0789408540141796	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_026.pkl
1000	-0.023750000000000004	-0.023750000000000004	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.410668411676658	-0.41066926668165366	0.9536585316061412	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_021.pkl
1000	-0.025	-0.025	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.41808257180458713	-0.41808222137458884	0.9329339079532311	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_020.pkl
1000	-0.030000000000000002	-0.030000000000000002	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.44503884115980574	-0.4450414616447928	0.8631550969268371	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_016.pkl
1000	-0.0325	-0.0325	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4574095952479521	-0.4574063550229682	0.8339405754989819	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_014.pkl
1000	-0.026250000000000002	-0.026250000000000002	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.4251405322192974	-0.4251423170392885	0.9144351139241031	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_019.pkl
1000	0.0	0.0	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.000361345908193357	-0.0003524731932376426	2.578846701663741	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_040.pkl
1000	-0.0025000000000000022	-0.0025000000000000022	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.1518708092656459	-0.15187320425563394	2.1513331026752986	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_038.pkl
1000	0.03	0.03	0.0	0.0	1	1	1000000	200000000	static	Landau	False	0.44509754585451244	0.4450969253445153	0.8628517467038161	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_064.pkl
1000	-0.018750000000000003	-0.018750000000000003	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.3783278998733606	-0.3783317810583411	1.050212626122816	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_025.pkl
1000	-0.02875	-0.02875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.43864227064178873	-0.4386422781817887	0.8789067047616985	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_017.pkl
1000	-0.00875	-0.00875	0.0	0.0	1	1	1000000	200000000	static	Landau	False	-0.28638228755308853	-0.28638552921307237	1.4007374807558026	../AEData/Raw/Landau_nc1000_steadystate_sweeph2/out_033.pkl
