mean_X	mean_Y	mean_hx	mean_hy	mean_theta_x	mean_theta_y	corr	MI	mean_E	mean_mx	mean_my	std_mx	std_my	H	T
578.340107	578.509415	0.050000	0.050000	0.000000	0.000000	0.798288	0.647136	-0.038473	0.525963	0.526410	0.053791	0.053470	0.100000	0.000000
578.384707	578.407953	0.050000	0.050000	0.000000	0.000000	0.794000	0.638100	-0.038457	0.526081	0.526142	0.054131	0.053200	0.100000	0.000000
578.412948	578.488072	0.050000	0.050000	0.000000	0.000000	0.794850	0.660799	-0.038477	0.526156	0.526354	0.053524	0.053108	0.100000	0.000000
578.388471	578.414638	0.050000	0.050000	0.000000	0.000000	0.794072	0.651967	-0.038487	0.526091	0.526160	0.053139	0.053057	0.100000	0.000000
578.352654	578.557765	0.050000	0.050000	0.000000	0.000000	0.793331	0.640816	-0.038487	0.525996	0.526538	0.053090	0.052986	0.100000	0.000000
578.462839	578.411722	0.050000	0.050000	0.000000	0.000000	0.794035	0.630138	-0.038497	0.526287	0.526152	0.052880	0.052872	0.100000	0.000000
578.357529	578.376013	0.050000	0.050000	0.000000	0.000000	0.792756	0.623518	-0.038483	0.526009	0.526058	0.052794	0.053419	0.100000	0.000000
578.224865	578.205313	0.050000	0.050000	0.000000	0.000000	0.790037	0.626772	-0.038475	0.525659	0.525608	0.052709	0.053491	0.100000	0.000000
578.496347	578.421442	0.050000	0.050000	0.000000	0.000000	0.783224	0.616861	-0.038480	0.526376	0.526178	0.052519	0.052742	0.100000	0.000000
578.375717	578.285430	0.050000	0.050000	0.000000	0.000000	0.790498	0.633201	-0.038485	0.526057	0.525819	0.052883	0.052976	0.100000	0.000000
578.348155	578.295872	0.050000	0.050000	0.000000	0.000000	0.780849	0.587204	-0.038476	0.525985	0.525847	0.052411	0.052781	0.100000	0.000000
578.297317	578.407081	0.050000	0.050000	0.000000	0.000000	0.787129	0.597743	-0.038481	0.525850	0.526140	0.052947	0.052748	0.100000	0.000000
578.388561	578.566951	0.050000	0.050000	0.000000	0.000000	0.785823	0.609426	-0.038482	0.526091	0.526562	0.053093	0.052451	0.100000	0.000000
